bdc_name,bdc_cik,company_name,holder_count,is_shared,other_holders,industry_sector,business_description,position_count,investment_type,fair_value_millions,principal_millions,cost_millions,total_exposure_across_bdcs,fair_value,principal,cost,has_business_desc,industry_classified
Main Street Capital Corporation,1396440,"Ansira Partners II, LLC",1,False,,Business Services,Provider of Data-Driven Marketing Services,3,Secured Debt,148.18,75.49,147.21,148.184,148184000.0,75490000.0,147206000.0,True,True
Main Street Capital Corporation,1396440,"ArborWorks, LLC",1,False,,Other,Vegetation Management Services,6,"Secured Debt, Preferred Equity, Common Equity",47.11,11.96,50.6,47.113,47113000.0,11958000.0,50597000.0,True,False
Main Street Capital Corporation,1396440,"Archer Systems, LLC",1,False,,Other,Mass Tort Settlement Administration Solutions Provider,2,Common Stock,4.68,0.0,2.78,4.68,4680000.0,0.0,2776000.0,True,False
Main Street Capital Corporation,1396440,"BDB Holdings, LLC",1,False,,Food & Beverage,Casual Restaurant Group,1,Preferred Equity,18.92,0.0,19.54,18.92,18920000.0,0.0,19537000.0,True,True
Main Street Capital Corporation,1396440,BP Loenbro Holdings Inc.,1,False,,Industrial/Manufacturing,Specialty Industrial Maintenance Services,5,"Secured Debt, Common Equity",61.94,27.37,58.41,61.94,61940000.0,27372000.0,58408000.0,True,True
Main Street Capital Corporation,1396440,"Barfly Ventures, LLC",1,False,,Food & Beverage,Casual Restaurant Group,6,"Secured Debt, Member Units",22.84,1.42,9.18,22.844,22844000.0,1422000.0,9180000.0,True,True
Main Street Capital Corporation,1396440,"Batjer TopCo, LLC",1,False,,Industrial/Manufacturing,HVAC Mechanical Contractor,10,"Secured Debt, Preferred Stock",66.8,22.14,60.41,66.8,66800000.0,22140000.0,60414000.0,True,True
Main Street Capital Corporation,1396440,"Berry Aviation, Inc.",1,False,,Transportation & Logistics,Charter Airline Services,3,Preferred Member Units,5.52,0.0,0.0,5.52,5520000.0,0.0,0.0,True,True
Main Street Capital Corporation,1396440,"Bettercloud, Inc.",1,False,,Software/Technology,SaaS Provider of Workflow Management and Business Application Solutions,3,Secured Debt,54.98,29.4,57.89,54.976,54976000.0,29403000.0,57888000.0,True,True
Main Street Capital Corporation,1396440,"Binswanger Enterprises, LLC",1,False,,Other,Glass Repair and Installation Service Provider,1,Member Units,0.12,0.0,1.05,0.12,120000.0,0.0,1050000.0,True,False
Main Street Capital Corporation,1396440,"Bluestem Brands, Inc.",1,False,,Retail,Multi-Channel Retailer of General Merchandise,3,"Secured Debt, Common Stock",5.76,5.56,4.96,5.763,5763000.0,5561000.0,4962000.0,True,True
Main Street Capital Corporation,1396440,Boccella Precast Products LLC,1,False,,Other,Manufacturer of Precast Hollow Core Concrete,3,"Secured Debt, Member Units",1.15,0.32,5.15,1.152,1152000.0,320000.0,5152000.0,True,False
Main Street Capital Corporation,1396440,"Bolder Panther Group, LLC",1,False,,Consumer Products,Consumer Goods and Fuel Retailer,4,"Secured Debt, Class B Preferred Member Units",356.8,198.2,321.42,356.795,356795000.0,198199000.0,321419000.0,True,True
Main Street Capital Corporation,1396440,"Brainworks Software, LLC",1,False,,Software/Technology,Advertising Sales and Newspaper Circulation Software,7,"Secured Debt, LP Interests (Brightwood Capital Fund III, LP), LP Interests (Brightwood Capital Fund IV, LP), LP Interests (Brightwood Capital Fund V, LP)",24.91,7.82,41.49,24.912,24912000.0,7817000.0,41492000.0,True,True
Main Street Capital Corporation,1396440,"Brewer Crane Holdings, LLC",1,False,,Other,Provider of Crane Rental and Operating Services,6,"Secured Debt, Preferred Member Units",41.63,10.51,38.15,41.628,41628000.0,10514000.0,38148000.0,True,False
Main Street Capital Corporation,1396440,Bridge Capital Solutions Corporation,1,False,,Financial Services,Financial Services and Cash Flow Solutions Provider,8,"Warrants, Preferred Member Units, Secured Debt",30.21,9.81,32.15,30.206,30206000.0,9813000.0,32154000.0,True,True
Main Street Capital Corporation,1396440,"Buca C, LLC",1,False,,Food & Beverage,Casual Restaurant Group,5,"Secured Debt, Preferred Member Units",0.0,16.01,32.57,0.0,0.0,16006000.0,32568000.0,True,True
Main Street Capital Corporation,1396440,"Burning Glass Intermediate Holding Company, Inc.",1,False,,Business Services,Provider of Skills-Based Labor Market Analytics,3,Secured Debt,35.83,17.92,35.49,35.83,35830000.0,17915000.0,35488000.0,True,True
Main Street Capital Corporation,1396440,CAI Software LLC,1,False,,Software/Technology,Provider of Specialized Enterprise Resource Planning Software,2,Preferred Equity,4.83,0.0,4.28,4.834,4834000.0,0.0,4284000.0,True,True
Main Street Capital Corporation,1396440,"CBT Nuggets, LLC",1,False,,Education,Produces and Sells IT Training Certification Videos,2,Member Units,99.67,0.0,2.6,99.67,99670000.0,0.0,2600000.0,True,True
Main Street Capital Corporation,1396440,"CQ Fluency, LLC",1,False,,Other,Global Language Services Provider,8,Secured Debt,42.9,22.08,42.59,42.896,42896000.0,22078000.0,42588000.0,True,False
Main Street Capital Corporation,1396440,"Café Brazil, LLC",1,False,,Food & Beverage,Casual Restaurant Group,2,Member Units,3.18,0.0,3.48,3.18,3180000.0,0.0,3484000.0,True,True
Main Street Capital Corporation,1396440,California Splendor Holdings LLC,1,False,,Other,Processor of Frozen Fruits,9,"Secured Debt, Preferred Member Units",222.09,58.44,202.02,222.092,222092000.0,58436000.0,202022000.0,True,False
Main Street Capital Corporation,1396440,"Career Team Holdings, LLC",1,False,,Education,Provider of Workforce Training and Career Development Services,4,"Secured Debt, Common Stock",49.98,20.34,49.5,49.982,49982000.0,20340000.0,49502000.0,True,True
Main Street Capital Corporation,1396440,"CaseWorthy, Inc.",1,False,,Software/Technology,SaaS Provider of Case Management Solutions,1,Common Equity,0.49,0.0,0.25,0.49,490000.0,0.0,246000.0,True,True
Main Street Capital Corporation,1396440,"CenterPeak Holdings, LLC",1,False,,Other,Executive Search Services,4,"Secured Debt, Preferred Equity",72.11,21.51,50.08,72.114,72114000.0,21507000.0,50082000.0,True,False
Main Street Capital Corporation,1396440,"Centre Technologies Holdings, LLC",1,False,,Software/Technology,Provider of IT Hardware Services and Software Solutions,6,"Secured Debt, Preferred Member Units",133.12,43.11,111.02,133.116,133116000.0,43108000.0,111024000.0,True,True
Main Street Capital Corporation,1396440,Chamberlin Holding LLC,1,False,,Software/Technology,Roofing and Waterproofing Specialty Contractor,10,"Secured Debt, Member Units",200.16,31.24,114.72,200.16,200160000.0,31240000.0,114724000.0,True,True
Main Street Capital Corporation,1396440,"Channel Partners Intermediateco, LLC",1,False,,Other,Outsourced Consumer Services Provider,8,Secured Debt,128.55,88.77,132.34,128.549,128549000.0,88774000.0,132341000.0,True,False
Main Street Capital Corporation,1396440,"Charps, LLC",1,False,,Industrial/Manufacturing,Pipeline Maintenance and Construction,3,"Unsecured Debt, Preferred Member Units",42.55,5.69,14.26,42.548,42548000.0,5694000.0,14258000.0,True,True
Main Street Capital Corporation,1396440,"Clad-Rex Steel, LLC",1,False,,Industrial/Manufacturing,Specialty Manufacturer of Vinyl-Clad Metal,5,"Secured Debt, Member Units",39.35,7.73,30.96,39.346,39346000.0,7733000.0,30956000.0,True,True
Main Street Capital Corporation,1396440,"Clarius BIGS, LLC",1,False,,Business Services,Prints & Advertising Film Financing,2,Secured Debt,0.04,5.33,5.33,0.035,35000.0,5326000.0,5326000.0,True,True
Main Street Capital Corporation,1396440,"Classic H&G Holdings, LLC",1,False,,Other,Provider of Engineered Packaging Solutions,1,Preferred Member Units,2.85,0.0,0.0,2.85,2850000.0,0.0,0.0,True,False
Main Street Capital Corporation,1396440,"Cody Pools, Inc.",1,False,,Real Estate,Designer of Residential and Commercial Pools,4,"Secured Debt, Preferred Member Units",214.07,39.23,95.02,214.074,214074000.0,39227000.0,95024000.0,True,True
Main Street Capital Corporation,1396440,Colonial Electric Company LLC,1,False,,Industrial/Manufacturing,Provider of Electrical Contracting Services,3,"Secured Debt, Preferred Member Units",55.76,14.31,43.9,55.76,55760000.0,14310000.0,43904000.0,True,True
Main Street Capital Corporation,1396440,"CompareNetworks Topco, LLC",1,False,,Software/Technology,Internet Publishing and Web Search Portals,3,"Secured Debt, Preferred Member Units",28.33,2.96,12.85,28.326,28326000.0,2955000.0,12846000.0,True,True
Main Street Capital Corporation,1396440,"Compass Systems & Sales, LLC",1,False,,Other,Designer of End-to-End Material Handling Solutions,5,"Secured Debt, Preferred Equity, LP Interests (CTMH, LP)",49.49,17.2,49.5,49.492,49492000.0,17200000.0,49500000.0,True,False
Main Street Capital Corporation,1396440,"Computer Data Source, LLC",1,False,,Other,Third Party Maintenance Provider to the Data Center Ecosystem,8,"Secured Debt, Member Units",118.34,50.12,102.45,118.339,118339000.0,50118000.0,102451000.0,True,False
Main Street Capital Corporation,1396440,Congruent Credit Opportunities Funds,1,False,,Financial Services,Investment Partnership,1,"LP Interests (Congruent Credit Opportunities Fund III, LP)",2.28,0.0,2.81,2.276,2276000.0,0.0,2813000.0,True,True
Main Street Capital Corporation,1396440,Coregistics Buyer LLC,1,False,,Other,Contract Packaging Service Provider,5,Secured Debt,98.6,51.52,100.73,98.596,98596000.0,51522000.0,100728000.0,True,False
Main Street Capital Corporation,1396440,Creative Foam Corporation,1,False,,Healthcare Services,"Manufacturer of Custom Engineered Die Cut, Formed Foam, Nonwoven, and Multi-material Component Solutions for the Automotive and Healthcare Markets",3,Secured Debt,209.91,106.28,208.15,209.914,209914000.0,106280000.0,208152000.0,True,True
Main Street Capital Corporation,1396440,"Cybermedia Technologies, LLC",1,False,,Software/Technology,IT and Digital Services Provider,3,"Secured Debt, Preferred Member Units",86.78,28.64,86.78,86.778,86778000.0,28638000.0,86778000.0,True,True
Main Street Capital Corporation,1396440,"DTE Enterprises, LLC",1,False,,Industrial/Manufacturing,Industrial Powertrain Repair and Services,6,"Class AA Preferred Member Units (non-voting), Class A Preferred Member Units",3.96,0.0,8.3,3.964,3964000.0,0.0,8304000.0,True,True
Main Street Capital Corporation,1396440,Dalton US Inc.,1,False,,Other,Provider of Supplemental Labor Services,2,Common Stock,1.52,0.0,1.44,1.52,1520000.0,0.0,1440000.0,True,False
Main Street Capital Corporation,1396440,"Datacom, LLC",1,False,,Software/Technology,Technology and Telecommunications Provider,8,"Secured Debt, Preferred Member Units",33.57,17.38,44.36,33.568,33568000.0,17379000.0,44360000.0,True,True
Main Street Capital Corporation,1396440,Digital Products Holdings LLC,1,False,,Other,Designer and Distributor of Consumer Electronics,6,"Secured Debt, Preferred Member Units",93.56,27.49,92.64,93.564,93564000.0,27490000.0,92642000.0,True,False
Main Street Capital Corporation,1396440,"Direct Marketing Solutions, Inc.",1,False,,Business Services,Provider of Omni-Channel Direct Marketing Services,8,"Secured Debt, Preferred Stock",178.7,50.68,134.52,178.696,178696000.0,50678000.0,134518000.0,True,True
Main Street Capital Corporation,1396440,"Dynamic Communities, LLC",1,False,,Software/Technology,Developer of Business Events and Online Community Groups,2,Secured Debt,3.77,4.18,3.79,3.771,3771000.0,4184000.0,3792000.0,True,True
Main Street Capital Corporation,1396440,"Elgin AcquireCo, LLC",1,False,,Industrial/Manufacturing,Manufacturer and Distributor of Engine and Chassis Components,12,"Secured Debt, Common Stock",131.18,49.42,127.23,131.176,131176000.0,49420000.0,127232000.0,True,True
Main Street Capital Corporation,1396440,"Event Holdco, LLC",1,False,,Software/Technology,Event and Learning Management Software for Healthcare Organizations and Systems,6,Secured Debt,196.65,99.19,197.42,196.648,196648000.0,99186000.0,197420000.0,True,True
Main Street Capital Corporation,1396440,"Fuse, LLC",1,False,,Telecommunications,Cable Networks Operator,6,"Secured Debt, Common Stock",4.5,3.62,8.26,4.504,4504000.0,3620000.0,8264000.0,True,True
Main Street Capital Corporation,1396440,GRT Rubber Technologies LLC,1,False,,Other,Manufacturer of Engineered Rubber Products,4,"Secured Debt, Member Units",174.67,42.89,111.64,174.666,174666000.0,42893000.0,111638000.0,True,False
Main Street Capital Corporation,1396440,"GS HVAM Intermediate, LLC",1,False,,Food & Beverage,Specialized Food Distributor,12,Secured Debt,65.91,32.96,65.66,65.91,65910000.0,32964000.0,65658000.0,True,True
Main Street Capital Corporation,1396440,"GULF PACIFIC ACQUISITION, LLC",1,False,,Other,Rice Processor and Merchandiser,8,Secured Debt,17.32,8.95,17.59,17.322,17322000.0,8953000.0,17590000.0,True,False
Main Street Capital Corporation,1396440,"Gamber-Johnson Holdings, LLC",1,False,,Other,Manufacturer of Ruggedized Computer Mounting Systems,6,"Secured Debt, Member Units",677.33,127.2,324.37,677.328,677328000.0,127204000.0,324366000.0,True,False
Main Street Capital Corporation,1396440,"Garreco, LLC",1,False,,Healthcare Services,Manufacturer and Supplier of Dental Products,4,"Member Units, Secured Debt",11.4,3.09,9.78,11.396,11396000.0,3088000.0,9776000.0,True,True
Main Street Capital Corporation,1396440,"Garyline, LLC",1,False,,Industrial/Manufacturing,Manufacturer of Consumer Plastic Products,8,"Secured Debt, Common Equity",145.49,72.74,144.0,145.486,145486000.0,72735000.0,144002000.0,True,True
Main Street Capital Corporation,1396440,GradeEight Corp.,1,False,,Industrial/Manufacturing,Distributor of Maintenance and Repair Parts,5,"Secured Debt, Common Equity",64.45,31.6,64.45,64.448,64448000.0,31603000.0,64448000.0,True,True
Main Street Capital Corporation,1396440,"Gulf Manufacturing, LLC",1,False,,Industrial/Manufacturing,Manufacturer of Specialty Fabricated Industrial Piping Products,1,Member Units,9.07,0.0,2.98,9.07,9070000.0,0.0,2980000.0,True,True
Main Street Capital Corporation,1396440,"Gulf Publishing Holdings, LLC",1,False,,Media & Entertainment,Energy Industry Focused Media and Publishing,7,"Secured Debt, Preferred Equity, Member Units, LP Interests (2717 MH, L.P.), LP Interests (2717 HPP-MS, L.P.)",22.22,2.4,30.55,22.218,22218000.0,2400000.0,30548000.0,True,True
Main Street Capital Corporation,1396440,HDC/HW Intermediate Holdings,1,False,,Other,Managed Services and Hosting Provider,5,Secured Debt,10.23,8.17,11.28,10.229,10229000.0,8170000.0,11282000.0,True,False
Main Street Capital Corporation,1396440,HEADLANDS OP-CO LLC,1,False,,Healthcare Services,Clinical Trial Sites Operator,4,Secured Debt,46.61,23.36,45.92,46.614,46614000.0,23355000.0,45916000.0,True,True
Main Street Capital Corporation,1396440,"Harrison Hydra-Gen, Ltd.",1,False,,Other,Manufacturer of Hydraulic Generators,1,Common Stock,4.66,0.0,0.72,4.66,4660000.0,0.0,718000.0,True,False
Main Street Capital Corporation,1396440,"IG Investor, LLC",1,False,,Other,Military and Other Tactical Gear,4,"Secured Debt, Common Equity",102.6,37.26,102.6,102.598,102598000.0,37264000.0,102598000.0,True,False
Main Street Capital Corporation,1396440,"ITA Holdings Group, LLC",1,False,,Other,Air Ambulance Services,6,"Secured Debt, Warrants",33.48,11.05,23.57,33.48,33480000.0,11050000.0,23570000.0,True,False
Main Street Capital Corporation,1396440,"KBK Industries, LLC",1,False,,Industrial/Manufacturing,Manufacturer of Specialty Oilfield and Industrial Products,3,"Secured Debt, Member Units",57.76,3.7,8.92,57.76,57760000.0,3700000.0,8918000.0,True,True
Main Street Capital Corporation,1396440,"Kickhaefer Manufacturing Company, LLC",1,False,,Industrial/Manufacturing,Precision Metal Parts Manufacturing,5,"Secured Debt, Preferred Equity, Member Units",67.73,18.96,64.29,67.726,67726000.0,18958000.0,64290000.0,True,True
Main Street Capital Corporation,1396440,"LL Management, Inc.",1,False,,Healthcare Services,Medical Transportation Service Provider,7,Secured Debt,61.08,30.54,60.64,61.076,61076000.0,30538000.0,60644000.0,True,True
Main Street Capital Corporation,1396440,"LLFlex, LLC",1,False,,Industrial/Manufacturing,Provider of Metal-Based Laminates,1,Secured Debt,3.32,4.13,4.08,3.316,3316000.0,4133000.0,4083000.0,True,True
Main Street Capital Corporation,1396440,"Logix Acquisition Company, LLC",1,False,,Other,Competitive Local Exchange Carrier,2,"Secured Debt, Member Units",19.76,24.81,24.93,19.764,19764000.0,24809000.0,24934000.0,True,False
Main Street Capital Corporation,1396440,"MS Private Loan Fund I, LP",1,False,,Financial Services,Investment Partnership,3,"Secured Debt, LP Interests",31.27,1.6,31.7,31.268,31268000.0,1600000.0,31700000.0,True,True
Main Street Capital Corporation,1396440,"MS Private Loan Fund II, LP",1,False,,Financial Services,Investment Partnership,3,"Secured Debt, LP Interests",15.57,0.0,14.78,15.568,15568000.0,0.0,14780000.0,True,True
Main Street Capital Corporation,1396440,"MSC Adviser I, LLC",1,False,,Financial Services,Third Party Investment Advisory Services,2,Member Units,420.06,0.0,59.0,420.063,420063000.0,0.0,59000000.0,True,True
Main Street Capital Corporation,1396440,"MSC Income Fund, Inc.",1,False,,Other,Business Development Company,2,Common Equity,26.84,0.0,27.0,26.835,26835000.0,0.0,27000000.0,True,False
Main Street Capital Corporation,1396440,"Mako Steel, LP",1,False,,Industrial/Manufacturing,Self-Storage Design & Construction,3,Secured Debt,37.95,18.97,37.61,37.946,37946000.0,18973000.0,37614000.0,True,True
Main Street Capital Corporation,1396440,"Metalforming Holdings, LLC",1,False,,Industrial/Manufacturing,Distributor of Sheet Metal Folding and Metal Forming Equipment,5,"Secured Debt, Preferred Equity, Common Stock",68.16,20.96,56.57,68.16,68160000.0,20961000.0,56572000.0,True,True
Main Street Capital Corporation,1396440,"Microbe Formulas, LLC",1,False,,Food & Beverage,Nutritional Supplements Provider,4,Secured Debt,61.85,30.96,61.1,61.848,61848000.0,30963000.0,61104000.0,True,True
Main Street Capital Corporation,1396440,"Mills Fleet Farm Group, LLC",1,False,,Retail,"Omnichannel Retailer of Work, Farm and Lifestyle Merchandise",2,Common Equity,27.68,0.0,27.68,27.68,27680000.0,0.0,27680000.0,True,True
Main Street Capital Corporation,1396440,"Mini Melts of America, LLC",1,False,,Other,Manufacturer and Distributor of Branded Premium Beaded Ice Cream,6,"Secured Debt, Common Equity",24.26,11.7,23.93,24.256,24256000.0,11698000.0,23926000.0,True,False
Main Street Capital Corporation,1396440,"MoneyThumb Acquisition, LLC",1,False,,Software/Technology,Provider of Software-as-a-Service Financial File Conversion and Reconciliation,4,"Secured Debt, Preferred Member Units, Warrants",22.54,9.6,22.54,22.536,22536000.0,9600000.0,22536000.0,True,True
Main Street Capital Corporation,1396440,"Mystic Logistics Holdings, LLC",1,False,,Retail,Logistics and Distribution Services Provider for Large Volume Mailers,4,"Secured Debt, Common Stock",70.02,11.49,22.66,70.018,70018000.0,11492000.0,22663000.0,True,True
Main Street Capital Corporation,1396440,"NAPCO Precast, LLC",1,False,,Industrial/Manufacturing,Precast Concrete Manufacturing,2,Member Units,20.78,0.0,5.95,20.78,20780000.0,0.0,5950000.0,True,True
Main Street Capital Corporation,1396440,"NRP Jones, LLC",1,False,,Other,"Manufacturer of Hoses, Fittings and Assemblies",8,"Secured Debt, Member Units",17.13,4.27,23.82,17.134,17134000.0,4271000.0,23824000.0,True,False
Main Street Capital Corporation,1396440,"Nebraska Vet AcquireCo, LLC",1,False,,Healthcare Services,Mixed-Animal Veterinary and Animal Health Product Provider,9,"Secured Debt, Preferred Member Units",300.41,103.14,233.32,300.408,300408000.0,103144000.0,233320000.0,True,True
Main Street Capital Corporation,1396440,"Nello Industries Investco, LLC",1,False,,Telecommunications,Manufacturer of Steel Poles and Towers For Critical Infrastructure,4,"Secured Debt, Common Equity",85.01,27.2,78.13,85.006,85006000.0,27200000.0,78126000.0,True,True
Main Street Capital Corporation,1396440,NexRev LLC,1,False,,Energy & Utilities,Provider of Energy Efficiency Products & Services,6,"Secured Debt, Preferred Member Units",75.64,19.62,71.96,75.644,75644000.0,19622000.0,71960000.0,True,True
Main Street Capital Corporation,1396440,"NuStep, LLC",1,False,,Industrial/Manufacturing,"Designer, Manufacturer and Distributor of Fitness Equipment",5,"Secured Debt, Preferred Member Units",79.18,22.04,73.38,79.178,79178000.0,22040000.0,73380000.0,True,True
Main Street Capital Corporation,1396440,"OMi Topco, LLC",1,False,,Other,Manufacturer of Overhead Cranes,6,"Secured Debt, Preferred Member Units",261.7,21.75,47.62,261.7,261700000.0,21750000.0,47624000.0,True,False
Main Street Capital Corporation,1396440,"Oneliance, LLC",1,False,,Industrial/Manufacturing,Construction Cleaning Company,4,"Preferred Stock, Secured Debt",15.54,5.44,14.21,15.536,15536000.0,5440000.0,14206000.0,True,True
Main Street Capital Corporation,1396440,"Orttech Holdings, LLC",1,False,,Industrial/Manufacturing,"Distributor of Industrial Clutches, Brakes and Other Components",5,"Secured Debt, Preferred Stock",113.59,44.0,95.74,113.59,113590000.0,44000000.0,95740000.0,True,True
