adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0001859919-25-000087	1	10	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossRealized	us-gaap/2025
0001811972-25-000032	1	10	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossRealized	us-gaap/2025
0001379785-25-000050	7	6	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossRealized	us-gaap/2025
0001476765-25-000096	10	26	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossRealized	us-gaap/2025
0001955010-25-000013	1	9	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossRealizedAfterTax	us-gaap/2025
0001901164-25-000016	8	23	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	ForeignCurrencyTransactionGainLossRealizedAfterTax	us-gaap/2025
0001628280-25-050299	5	18	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseDueFromAffiliates	us-gaap/2025
0001869453-25-000061	5	17	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseDueFromAffiliates	us-gaap/2025
0001655888-25-000024	4	6	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseDueFromAffiliates	us-gaap/2025
0001496099-25-000035	4	20	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseDueFromAffiliates	us-gaap/2025
0001911066-25-000038	8	19	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseDueFromAffiliates	us-gaap/2025
0002037804-25-000020	2	24	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseDueFromAffiliates	us-gaap/2025
0001521945-25-000094	2	17	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseDueFromAffiliates	us-gaap/2025
0001944831-25-000040	5	13	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseDueFromAffiliates	us-gaap/2025
0001911321-25-000014	4	20	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseDueFromAffiliates	us-gaap/2025
0001989817-25-000085	5	13	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseDueFromAffiliates	us-gaap/2025
0001838126-25-000073	10	22	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseDueFromAffiliates	us-gaap/2025
0001213900-25-110066	3	4	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccountsPayable	us-gaap/2025
0001396440-25-000184	2	12	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities	us-gaap/2025
0001535778-25-000148	6	2	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities	us-gaap/2025
0001918712-25-000092	9	31	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities	us-gaap/2025
0001628280-25-050299	5	17	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedIncomeTaxesPayable	us-gaap/2025
0001213900-25-110066	3	6	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedIncomeTaxesPayable	us-gaap/2025
0001213900-25-109300	4	7	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedIncomeTaxesPayable	us-gaap/2025
0001702510-25-000139	1	13	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0002071136-25-000009	5	16	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001628280-25-051646	7	9	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0002049733-25-000049	7	18	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001213900-25-110066	3	15	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0002031283-25-000020	1	16	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001911321-25-000014	4	28	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001521945-25-000094	2	21	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001628280-25-051535	4	22	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001628280-25-051537	1	9	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001825248-25-000022	6	19	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001911066-25-000038	8	21	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001913724-25-000088	3	34	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001628280-25-050299	5	10	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001811972-25-000032	1	24	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001534254-25-000015	7	3	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001287032-25-000339	5	24	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001379785-25-000050	7	10	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001859919-25-000087	1	2	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001661306-25-000087	2	18	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001737924-25-000013	4	20	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001321741-25-000022	2	12	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001655888-25-000024	4	2	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001955010-25-000013	1	14	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001901164-25-000016	8	4	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001747777-25-000048	1	18	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001918712-25-000092	9	24	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001476765-25-000096	10	21	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001838126-25-000073	10	17	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001213900-25-110796	1	17	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001989817-25-000085	5	12	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedInterestReceivableNet	us-gaap/2025
0001838126-25-000073	10	5	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilities	us-gaap/2025
0001287032-25-000339	5	27	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilities	us-gaap/2025
0001913724-25-000088	3	32	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilities	us-gaap/2025
0001521945-25-000094	2	11	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilities	us-gaap/2025
0001736035-25-000021	4	24	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0001944831-25-000040	5	20	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0001213900-25-110066	3	8	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0002049733-25-000049	7	22	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0001792509-25-000029	6	20	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0001869453-25-000061	5	22	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0001812554-25-000081	8	3	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0001747777-25-000048	1	15	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0001901164-25-000016	8	20	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0001955010-25-000013	1	24	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0001655888-25-000024	4	5	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0001655887-25-000060	2	22	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0001580345-25-000032	3	15	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities	us-gaap/2025
0001976719-25-000019	2	23	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAccruedTaxesPayable	us-gaap/2025
0001628280-25-051646	7	7	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAdministrativeFeePayable	us-gaap/2025
0001628280-25-051535	4	16	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAdministrativeFeePayable	us-gaap/2025
0001628280-25-051537	1	10	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInAdministrativeFeePayable	us-gaap/2025
0001825248-25-000022	6	20	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInBrokerageReceivables	us-gaap/2025
0001736035-25-000021	4	17	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInBrokerageReceivables	us-gaap/2025
0001287032-25-000339	5	12	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInBrokerageReceivables	us-gaap/2025
0001628280-25-050299	5	16	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInContractWithCustomerLiability	us-gaap/2025
0001213900-25-110066	3	7	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInContractWithCustomerLiability	us-gaap/2025
0001944831-25-000040	5	22	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDeferredCharges	us-gaap/2025
0002031750-25-000043	8	7	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDeferredIncomeTaxes	us-gaap/2025
0001913724-25-000088	3	35	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDeferredIncomeTaxes	us-gaap/2025
0002037804-25-000020	2	25	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDeferredIncomeTaxes	us-gaap/2025
0001496099-25-000035	4	18	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDeferredIncomeTaxes	us-gaap/2025
0001925531-25-000018	3	19	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDeferredLiabilities	us-gaap/2025
0001913724-25-000088	3	23	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDeferredRevenue	us-gaap/2025
0001736035-25-000021	4	16	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDerivativeAssets	us-gaap/2025
0002031283-25-000020	1	7	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDividendsReceivable	us-gaap/2025
0001747777-25-000048	1	19	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDividendsReceivable	us-gaap/2025
0001534254-25-000015	7	8	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDividendsReceivable	us-gaap/2025
0001838126-25-000073	10	24	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDividendsReceivable	us-gaap/2025
0001287032-25-000339	5	33	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueFromRelatedParties	us-gaap/2025
0001321741-25-000022	2	2	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueFromRelatedParties	us-gaap/2025
0001213900-25-110066	3	14	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueFromRelatedParties	us-gaap/2025
0001628280-25-051537	1	8	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueFromRelatedPartiesCurrent	us-gaap/2025
0001628280-25-051535	4	10	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueFromRelatedPartiesCurrent	us-gaap/2025
0001925531-25-000018	3	18	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001736035-25-000021	4	19	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0002037804-25-000020	2	31	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001911066-25-000038	8	27	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0002031283-25-000020	1	19	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001213900-25-110066	3	5	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001944831-25-000040	5	21	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001911321-25-000014	4	33	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0002049733-25-000049	7	20	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001976719-25-000019	2	16	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001766037-25-000018	1	17	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001737924-25-000013	4	26	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001747777-25-000048	1	23	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001655887-25-000060	2	21	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001655888-25-000024	4	8	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001661306-25-000087	2	15	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001628280-25-050299	5	6	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001812554-25-000081	8	19	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001437749-25-035241	6	10	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliates	us-gaap/2025
0001726548-25-000009	5	12	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToAffiliatesCurrent	us-gaap/2025
0001287032-25-000339	5	15	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToRelatedParties	us-gaap/2025
0001321741-25-000022	2	3	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToRelatedParties	us-gaap/2025
0001628280-25-051646	7	6	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToRelatedParties	us-gaap/2025
0001213900-25-109300	4	6	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInDueToRelatedParties	us-gaap/2025
0002031283-25-000020	1	9	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInFinanceReceivables	us-gaap/2025
0001976719-25-000019	2	15	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001911321-25-000014	4	24	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001911066-25-000038	8	28	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0002037804-25-000020	2	28	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0002031750-25-000043	8	14	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001742313-25-000080	3	24	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001737924-25-000013	4	27	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001496099-25-000035	4	23	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001512931-25-000074	8	20	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001655888-25-000024	4	12	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001955010-25-000013	1	20	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001901164-25-000016	8	22	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001747777-25-000048	1	16	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001628280-25-049617	15	18	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001726548-25-000009	5	19	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001628280-25-050299	5	12	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001534254-25-000015	7	21	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001869453-25-000061	5	21	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001213900-25-110796	1	7	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2025
0001838126-25-000073	10	11	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayableCapitalGainBased	us-gaap/2025
0001989817-25-000085	5	14	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayableCapitalGainBased	us-gaap/2025
0001918712-25-000092	9	28	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayableCapitalGainBased	us-gaap/2025
0001736035-25-000021	4	22	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	IncreaseDecreaseInIncentiveFeePayableCapitalGainBased	us-gaap/2025
